day,trade_7d,trade_14d,trade_91d,trade_182d,trade_365d,Proj_traded,Token_traded
2017-07-13,0.12903225806451613,0.12903225806451613,0.3225806451612903,0.3225806451612903,0.3548387096774194,1,29
2017-07-14,0.0,0.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,1,7
2017-07-15,0.2,0.2,0.4,0.4,0.6,1,5
2017-07-16,0.0,0.0,0.0,0.0,0.0,1,3
2017-07-17,0.2,0.2,0.4,0.4,0.4,1,5
2017-07-18,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,1,30
2017-07-19,0.12903225806451613,0.12903225806451613,0.2903225806451613,0.3548387096774194,0.3870967741935484,1,31
2017-07-20,0.0,0.0,0.3333333333333333,0.42857142857142855,0.47619047619047616,1,21
2017-07-21,0.0,0.0,0.09523809523809523,0.19047619047619047,0.19047619047619047,1,21
2017-07-22,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.16666666666666666,1,12
2017-07-23,0.0,0.0,0.0,0.0,0.0,1,6
2017-07-24,0.0,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,1,15
2017-07-25,0.0,0.0,0.0,0.125,0.25,1,8
2017-07-26,0.0,0.0,0.0,0.0,0.0,1,5
2017-07-27,0.0,0.0,0.0,0.0,0.0,1,2
2017-07-28,0.2,0.2,0.2,0.2,0.4,1,5
2017-07-29,0.0,0.0,0.0,0.0,0.0,1,8
2017-07-30,0.0,0.0,0.0625,0.0625,0.0625,1,16
2017-07-31,0.0,0.0,0.0,0.0,0.0,1,2
2017-08-01,0.0,0.5,0.5,0.5,0.5,1,2
2017-08-02,0.0,0.0,0.0,0.0,0.0,1,1
2017-08-03,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.14285714285714285,0.14285714285714285,1,20
2017-08-04,0.0,0.0,0.0,0.0,0.0,1,2
2017-08-05,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,3
2017-08-07,0.0,0.0,0.0,0.0,0.0,1,1
2017-08-08,0.0,0.0,0.0,0.0,0.0,1,5
2017-08-09,0.0,0.0,0.0,0.0,0.0,1,3
2017-08-10,0.0,0.0,0.0,0.0,0.0,1,2
2017-08-11,0.0,0.0,0.125,0.25,0.25,1,8
2017-08-12,0.0,0.0,0.0,0.0,0.058823529411764705,1,17
2017-08-13,0.0,0.0,0.0,0.0,0.0,1,7
2017-08-14,0.0,0.0,0.0,0.0,0.0,1,3
2017-08-15,0.0,0.0,0.0,0.0,0.0,1,4
2017-08-16,0.0,0.0,0.0,0.0,0.0,1,2
2017-08-17,0.0,0.0,0.0,0.0,0.0,1,2
2017-08-18,0.0,0.0,0.0,0.0,0.0,1,1
2017-08-19,0.0,0.0,0.0,0.0,0.0,1,1
2017-08-20,0.0,0.0,0.0,0.0,0.0,1,1
2017-08-21,0.0,0.0,0.0,0.0,0.0,1,8
2017-08-22,0.0,0.0,0.0,0.0,0.0,1,2
2017-08-23,0.0,0.0,0.0,0.0,0.0,1,2
2017-08-25,0.0,0.0,0.0,0.0,0.0,1,3
2017-08-26,0.0,0.0,0.0,0.0,0.0,1,1
2017-08-28,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,1,9
2017-08-29,0.0,0.0,0.0,0.0,0.0,1,1
2017-08-30,0.0,0.0,0.0,0.0,0.0,1,1
2017-08-31,0.0,0.0,0.0,0.0,0.0,1,1
2017-09-01,0.0,0.0,0.0,0.0,0.0,1,5
2017-09-02,0.0,0.0,0.0,0.0,0.0,1,3
2017-09-04,0.0,0.0,0.0,0.0,0.0,1,3
2017-09-08,0.0,0.0,0.0,0.0,0.0,1,1
2017-09-10,0.0,0.0,0.0,0.0,0.0,1,3
2017-09-11,0.0,0.0,0.0,0.0,0.0,1,2
2017-09-12,0.0,0.0,0.0,0.0,0.0,1,2
2017-09-16,0.0,0.0,0.0,0.0,0.0,1,1
2017-09-17,0.0,0.0,0.0,0.0,0.0,1,2
2017-09-18,0.0,0.0,0.0,0.0,0.0,1,1
2017-09-19,0.0,0.0,0.0,0.0,0.0,1,4
2017-09-20,0.0,0.0,0.0,0.0,0.0,1,3
2017-09-21,0.0,0.0,0.25,0.25,0.25,1,4
2017-09-22,0.0,0.0,0.0,0.0,0.0,1,1
2017-09-23,0.0,0.0,0.25,0.25,0.25,1,4
2017-09-24,0.0,0.0,0.0,0.0,0.0,1,2
2017-09-27,0.0,0.0,0.25,0.25,0.25,1,4
2017-09-28,0.0,0.0,0.0,0.0,0.0,1,1
2017-09-29,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,1,7
2017-09-30,0.0,0.0,0.4,0.5,0.6,1,10
2017-10-01,0.0,0.0,0.0,0.0,0.0,1,1
2017-10-04,0.0,0.0,0.0,0.0,0.0,1,1
2017-10-08,0.0,0.0,0.0,0.0,0.0,1,1
2017-10-09,0.0,0.0,0.0,0.0,0.0,1,1
2017-10-11,0.0,0.0,0.0,0.0,0.0,1,1
2017-10-12,0.0,0.0,0.0,0.0,0.0,1,1
2017-10-13,0.0,0.0,0.0,0.0,0.0,1,4
2017-10-14,0.0,0.0,0.0,0.0,0.0,1,4
2017-10-15,0.0,0.0,0.0,0.0,0.3333333333333333,1,3
2017-10-16,0.0,0.0,0.0,0.0,0.5,1,2
2017-10-19,0.0,0.0,1.0,1.0,1.0,1,1
2017-10-20,0.0,0.0,0.0,0.0,1.0,1,1
2017-10-21,0.0,0.0,0.0,0.0,0.0,1,1
2017-10-25,0.0,0.0,0.0,0.0,0.0,1,1
2017-10-26,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,1,7
2017-10-27,0.0,0.0,0.0,0.0,0.0,1,6
2017-10-28,0.0,0.0,0.0,0.0,0.0,1,6
2017-10-29,0.0,0.0,0.0,0.0,1.0,1,1
2017-10-30,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,3
2017-10-31,0.0,0.0,0.0,0.0,0.0,1,6
2017-11-01,0.0,0.0,0.0,0.25,0.25,1,4
2017-11-02,0.0,0.0,0.0,0.0,0.3333333333333333,1,3
2017-11-04,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,3
2017-11-07,0.0,0.0,0.0,0.0,0.0,1,1
2017-11-09,0.0,0.0,0.0,0.0,0.0,1,2
2017-11-12,0.0,0.0,0.0,0.0,0.0,1,1
2017-11-13,0.0,0.0,0.0,0.0,0.0,1,2
2017-11-14,0.0,0.0,0.0,0.0,0.0,1,1
2017-11-15,0.0,0.0,0.0,0.0,0.0,1,2
2017-11-19,0.0,0.0,0.0,0.0,0.0,1,1
2017-11-20,0.0,0.0,0.0,0.0,0.0,1,4
2017-11-22,0.0,0.0,0.0,0.0,0.3333333333333333,1,9
2017-11-23,0.0,0.0,0.0,0.0,0.0,1,1
2017-11-24,0.0,0.0,0.0,0.0,0.0,1,1
2017-11-25,0.0,0.0,0.0,0.0,0.0,1,2
2017-11-26,0.0,0.0,0.0,0.0,0.1111111111111111,1,9
2017-11-27,0.0,0.0,0.0,0.0,0.0,1,3
2017-11-28,0.0,0.0,0.0,0.0,0.3333333333333333,1,3
2017-11-29,0.0,0.0,0.0,0.0,0.0,1,3
2017-11-30,0.0,0.0,0.0,0.0,0.0,1,1
2017-12-01,0.0,0.0,0.0,0.0,0.0,1,1
2017-12-02,0.0,0.0,0.0,0.0,0.0,1,1
2017-12-03,0.0,0.0,0.0,0.0,0.0,1,21
2017-12-04,0.0,0.0,0.0,0.0,0.0,1,17
2017-12-05,0.0,0.0,0.0,0.0,0.08333333333333333,1,12
2017-12-06,0.0,0.0,0.0,0.0,0.0,1,7
2017-12-07,0.0,0.0,0.0,0.0,0.3333333333333333,1,3
2017-12-08,0.0,0.0,0.0,0.0,0.0,1,5
2017-12-10,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,1,6
2017-12-11,0.0,0.0,0.0,0.0,0.0,1,5
2017-12-12,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,1,9
2017-12-13,0.0,0.0,0.18181818181818182,0.22727272727272727,0.2727272727272727,1,22
2017-12-14,0.0,0.0,0.0,0.0,0.06666666666666667,1,15
2017-12-15,0.0,0.0,0.0,0.1,0.2,1,10
2017-12-16,0.0,0.0,0.25,0.25,0.5,1,4
2017-12-17,0.0,0.0,0.0,0.0,0.0,1,6
2017-12-18,0.0,0.0,0.0,0.0,0.0,1,4
2017-12-19,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,1,11
2017-12-20,0.0,0.0,0.0,0.0,0.0,1,1
2017-12-21,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,1,7
2017-12-22,0.0,0.0,0.0,0.0,0.0,1,5
2017-12-23,0.0,0.0,0.0,0.0,0.0,1,1
2017-12-24,0.0,0.0,0.0,0.0,0.0,1,1
2017-12-26,0.0,0.0,0.0,0.0,0.0,1,3
2017-12-27,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,3
2017-12-28,0.0,0.0,0.0,0.0,0.0,1,8
2017-12-29,0.0,0.0,0.0,0.0,0.3333333333333333,1,3
2017-12-30,0.0,0.0,0.0,0.0,0.0,1,1
2018-01-01,0.0,0.0,0.0,0.0,0.1,1,10
2018-01-02,0.0,0.0,0.0,0.0,0.0,1,5
2018-01-03,0.0,0.0,0.0,0.0,0.0,1,2
2018-01-04,0.0,0.5,1.0,1.0,1.0,1,2
2018-01-07,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.2727272727272727,1,11
2018-01-08,0.0,0.0,0.0,0.0,0.5,1,4
2018-01-09,0.0,0.0,0.0,0.0,0.0,1,3
2018-01-10,0.0,0.2,0.2,0.2,0.2,1,5
2018-01-11,0.0,0.0,0.0,0.0,0.0,1,8
2018-01-12,0.0,0.0,0.0,0.0,0.0,1,4
2018-01-13,0.0,0.0,0.0,0.0,0.0,1,8
2018-01-14,0.0,0.0,0.0,0.0,0.0,1,24
2018-01-15,0.0,0.0,0.0,0.0,0.0,1,8
2018-01-16,0.0,0.0,0.0,0.0,0.0,1,11
2018-01-17,0.0,0.0,0.0,0.0,0.0,1,3
2018-01-18,0.0,0.0,0.0,0.0,0.25,1,4
2018-01-19,0.0,0.0,0.0,0.0,0.0,1,7
2018-01-20,0.0,0.0,0.0,0.0,0.0,1,25
2018-01-22,0.0,0.0,0.0,0.0,0.0,1,4
2018-01-23,0.0,0.0,0.0,0.0,0.125,1,8
2018-01-24,0.0,0.0,0.0,0.0,0.0,1,1
2018-01-25,0.0,0.0,0.0,0.0,0.0,1,1
2018-01-26,0.0,0.0,0.0,0.0,0.0,1,6
2018-01-28,0.0,0.0,0.0,0.0,0.0,1,2
2018-01-29,0.0,0.0,0.0,0.0,0.0,1,7
2018-02-01,0.0,0.0,0.0,0.0,0.0,1,1
2018-02-02,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,3
2018-02-03,0.0,0.0,0.0,0.0,0.0,1,1
2018-02-04,0.0,0.0,0.0,0.0,0.0,1,2
2018-02-05,0.0,0.0,0.0,0.0,0.0,1,1
2018-02-07,0.0,0.0,0.0,0.0,0.0,1,1
2018-02-08,0.0,0.0,0.0,0.0,0.0,1,1
2018-02-09,0.0,0.0,0.0,0.0,0.0,1,1
2018-02-10,0.0,0.0,0.0,0.0,0.5,1,2
2018-02-11,0.0,0.0,0.0,0.0,0.0,1,2
2018-02-16,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1,3
2018-02-17,0.0,0.0,0.0,0.0,0.0,1,1
2018-02-18,0.0,0.0,0.0,0.0,1.0,1,1
2018-02-20,0.0,0.0,0.0,0.0,0.0,1,1
2018-02-21,0.0,0.0,0.0,0.0,0.0,1,2
2018-02-22,0.0,0.0,0.0,0.0,0.0,1,1
2018-02-23,0.0,0.0,0.0,0.0,0.0,1,4
2018-02-24,0.0,0.0,0.0,0.0,0.0,1,7
2018-02-26,0.0,0.0,0.0,0.0,0.0,1,1
2018-02-28,0.0,0.0,0.0,0.0,0.0,1,2
2018-03-01,0.0,0.0,0.0,0.0,0.0,1,3
2018-03-02,0.0,0.0,0.0,0.0,0.0,1,3
2018-03-03,0.0,0.0,0.0,0.0,0.0,1,4
2018-03-04,0.0,0.0,0.0,0.0,0.0,1,2
2018-03-08,0.0,0.0,0.0,0.0,0.0,1,1
2018-03-09,0.0,0.0,0.0,0.0,0.0,1,1
2018-03-12,0.0,0.0,0.0,0.0,0.0,1,1
2018-03-13,0.0,0.0,0.0,1.0,1.0,1,1
2018-03-14,0.0,0.0,0.0,0.0,0.0,1,1
2018-03-16,0.0,0.0,0.0,0.0,0.0,1,1
2018-03-17,0.0,0.0,0.0,0.0,0.0,1,1
2018-03-18,0.0,0.0,0.5,0.5,0.5,1,2
2018-03-19,0.0,0.0,0.0,0.0,0.0,1,1
2018-03-20,0.0,0.0,0.0,0.0,0.3333333333333333,1,3
2018-03-21,0.0,0.0,0.0,0.0,0.0,1,2
2018-03-22,0.0,0.0,0.0,0.0,0.0,1,2
2018-03-23,0.0,0.0,0.2,0.4,0.4,1,5
2018-03-24,0.0,0.0,0.5,0.5,0.5,1,2
2018-03-25,0.0,0.0,0.0,0.0,0.0,1,1
2018-03-27,0.0,0.0,1.0,1.0,1.0,1,1
2018-03-28,0.0,0.0,0.0,0.0,0.0,1,1
2018-03-31,0.0,0.0,0.0,0.0,0.5,1,2
2018-04-01,0.0,0.0,0.0,0.0,0.0,1,2
2018-04-02,0.0,0.0,0.0,0.0,0.0,1,4
2018-04-03,0.0,0.0,0.0,0.0,0.0,1,5
2018-04-04,0.0,0.0,0.0,0.0,0.0,1,26
2018-04-05,0.0,0.0,0.0,0.0,1.0,1,1
2018-04-06,0.0,0.0,0.0,0.0,0.0,1,1
2018-04-07,0.0,0.0,0.0,0.0,0.0,1,2
2018-04-08,0.0,0.0,0.0,0.0,0.0,1,2
2018-04-09,0.0,0.0,0.0,0.0,0.0,1,1
2018-04-11,0.0,0.0,0.0,0.0,0.0,1,1
2018-04-14,0.0,0.0,0.0,0.0,0.0,1,2
2018-04-16,0.0,0.0,0.0,0.0,0.0,1,1
2018-04-17,0.0,0.0,0.0,0.0,0.5,1,2
2018-04-18,0.0,0.0,0.2,0.2,0.2,1,5
2018-04-20,0.0,0.0,0.0,0.0,0.0,1,3
2018-04-21,0.0,0.0,0.0,0.0,0.0,1,3
2018-04-22,0.0,0.0,0.0,0.0,0.0,1,5
2018-04-24,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,1,9
2018-04-25,0.0,0.0,0.0,0.0,0.0,1,1
2018-04-26,0.0,0.0,0.0,0.0,0.0,1,1
2018-04-28,0.0,0.0,0.0,0.0,0.5,1,2
2018-05-01,0.0,0.0,0.0,0.0,0.0,1,2
2018-05-02,0.0,0.0,0.0,0.0,0.0,1,3
2018-05-05,0.0,0.0,0.0,0.0,0.0,1,2
2018-05-06,0.0,0.0,0.4,0.8,0.8,1,5
2018-05-07,0.0,0.0,0.04,0.08,0.08,1,25
2018-05-17,0.0,0.0,0.0,0.0,0.0,1,1
2018-05-19,0.0,0.0,0.0,0.0,0.0,1,1
2018-05-25,0.0,0.0,0.0,0.0,0.0,1,4
2018-05-26,0.0,0.0,0.0,0.0,0.16666666666666666,1,6
2018-05-27,0.0,0.0,0.0,0.0,0.0,1,4
2018-05-28,0.0,0.0,0.0,0.0,0.0,1,22
2018-05-29,0.0,0.0,0.0,0.0,0.0,1,9
2018-05-30,0.1,0.1,0.1,0.1,0.1,1,10
2018-05-31,0.0,0.0,0.0,0.0,0.0,1,11
2018-06-01,0.0,0.0,0.0,0.0,0.0,1,10
2018-06-03,0.0,0.0,0.0,0.0,0.0,1,1
2018-06-06,0.0,0.0,0.0,0.0,0.0,1,2
2018-06-07,0.0,0.0,0.0,0.0,0.3333333333333333,1,3
2018-06-08,0.0,0.0,0.0,0.0,0.01694915254237288,1,59
2018-06-11,0.0,0.0,0.0,0.0,0.16666666666666666,1,6
2018-06-12,0.0,0.0,0.0,0.0,0.7142857142857143,1,7
2018-06-13,0.0,0.0,0.0,0.0,1.0,1,1
2018-06-14,0.0,0.0,0.0,0.0,0.0,1,2
2018-06-15,0.0,0.0,0.0,0.0,0.0,1,1
2018-06-17,0.0,0.0,0.0,0.0,0.0,1,1
2018-06-22,0.0,0.0,0.0,0.0,0.0,1,1
2018-06-28,0.0,0.0,0.0,0.0,0.0,1,1
2018-07-04,0.0,0.0,0.0,0.0,0.0,1,2
2018-07-10,0.0,0.0,0.0,0.0,0.0,1,1
2018-07-17,0.0,0.0,0.0,0.0,0.0,1,1
2018-07-18,0.0,0.0,0.0,0.0,0.0,1,1
2018-07-20,0.0,0.0,0.0,0.0,0.5,2,2
2018-07-23,0.0,0.0,0.0,0.0,0.0,1,1
2018-07-25,0.0,0.0,0.0,0.0,0.0,1,1
2018-07-26,0.0,0.0,0.0,0.0,0.0,1,3
2018-07-27,0.0,0.0,1.0,1.0,1.0,1,1
2018-07-31,0.0,0.0,0.0,0.0,0.0,1,3
2018-08-02,0.0,0.0,0.0,0.0,0.0,1,1
2018-08-03,0.0,0.0,0.0,0.0,0.0,1,1
2018-08-06,0.0,0.0,0.0,0.3333333333333333,1.0,1,3
2018-08-07,0.0,0.0,0.0,0.0,0.0,2,5
2018-08-10,0.0,0.0,0.0,0.0,0.0,1,1
2018-08-12,0.0,0.0,1.0,1.0,1.0,1,1
2018-08-13,0.0,0.0,0.0,0.0,0.0,1,1
2018-08-14,0.0,0.0,0.0,0.0,0.0,1,1
2018-08-15,0.0,0.0,0.0,0.0,0.0,1,16
2018-08-16,0.0,0.0,0.0,0.0,0.0,1,1
2018-08-17,0.0,0.0,0.0,0.0,0.0,1,1
2018-08-18,0.0,0.0,0.0,0.0,0.0,2,3
2018-08-22,0.0,0.0,0.0,0.0,0.0,2,4
2018-08-24,0.0,0.0,0.0,0.0,0.0,1,1
2018-08-26,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,2,6
2018-08-27,0.0,0.0,0.0,0.0,0.0,2,3
2018-08-28,0.0,0.0,0.0,0.0,0.0,1,1
2018-08-29,0.0,0.0,0.0,0.0,0.0,1,3
2018-08-30,0.0,0.0,0.0,0.0,0.0,1,1
2018-08-31,0.0,0.0,0.0,0.0,0.5,1,2
2018-09-01,0.0,0.0,0.08333333333333333,0.08333333333333333,0.16666666666666666,2,12
2018-09-02,0.0,0.0,0.0,0.25,0.5,2,4
2018-09-03,0.0,0.0,0.0,0.0,0.0,2,2
2018-09-04,0.0,0.0,0.0,0.0,0.0,1,3
2018-09-05,0.0,0.0,0.0,0.125,0.125,2,8
2018-09-06,0.0,0.0,0.0,0.0,0.0,2,2
2018-09-07,0.0,0.0,0.0,0.5,0.5,2,2
2018-09-08,0.0,0.0,0.0,0.0,0.0,1,1
2018-09-09,0.0,0.0,0.0,0.0,0.0,1,1
2018-09-10,0.0,0.0,0.0,0.0,0.0,1,1
2018-09-11,0.0,0.0,0.0,0.0,0.0,2,8
2018-09-12,0.0,0.0,0.0,0.0,0.0,1,8
2018-09-13,0.0,0.0,0.0,0.0,0.0,2,3
2018-09-14,0.0,0.0,0.0,0.0,0.0,2,6
2018-09-15,0.0,0.0,0.0,0.0,0.0,1,1
2018-09-16,0.0,0.0,0.0,0.0,0.0,2,2
2018-09-17,0.0,0.0,0.0,0.0,0.0,1,1
2018-09-18,0.0,0.0,0.0,0.0,0.0,1,2
2018-09-19,0.0,0.0,0.0,0.0,0.0,1,2
2018-09-20,0.0,0.0,0.0,0.0,0.3333333333333333,2,3
2018-09-21,0.0,0.0,0.0,0.0,0.0,3,7
2018-09-22,0.0,0.0,0.0,0.0,0.0,2,6
2018-09-23,0.0,0.0,0.5,0.5,0.5,2,4
2018-09-24,0.16666666666666666,0.16666666666666666,0.5,0.5,0.5,3,6
2018-09-25,0.0,0.0,0.09090909090909091,0.09090909090909091,0.2727272727272727,3,11
2018-09-26,0.0,0.0,0.0,0.06666666666666667,0.4,3,15
2018-09-27,0.15,0.2,0.25,0.25,0.35,4,20
2018-09-28,0.0,0.0,0.0,0.0,0.0,3,20
2018-09-29,0.0,0.0,0.0,0.0,0.0,5,7
2018-09-30,0.0,0.0,0.25,0.5,0.5,1,4
2018-10-01,0.0,0.0,0.0,0.0,0.14285714285714285,4,7
2018-10-02,0.0,0.0,0.0,0.0,0.0,4,17
2018-10-03,0.0,0.0,0.0,0.05555555555555555,0.1111111111111111,4,18
2018-10-04,0.0,0.0,0.0,0.0,0.0,3,5
2018-10-05,0.0,0.0,0.0,0.0,0.0,4,21
2018-10-06,0.0,0.0,0.0,0.25,0.25,3,4
2018-10-07,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,2,5
2018-10-08,0.0,0.0,0.125,0.25,0.25,2,8
2018-10-09,0.0,0.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,1,7
2018-10-10,0.0,0.0,0.0,0.0,0.0,1,3
2018-10-11,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.3333333333333333,0.3333333333333333,2,12
2018-10-12,0.0,0.05263157894736842,0.10526315789473684,0.10526315789473684,0.10526315789473684,3,19
2018-10-13,0.0,0.0,0.0,0.0,0.0,1,1
2018-10-14,0.0,0.0,0.0,0.0,0.5,1,2
2018-10-15,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,2,6
2018-10-16,0.0,0.0,0.0,0.125,0.125,2,8
2018-10-17,0.0,0.0,0.16666666666666666,0.16666666666666666,0.25,2,12
2018-10-18,0.0,0.0,0.07142857142857142,0.625,0.7142857142857143,3,56
2018-10-19,0.0,0.0,0.35714285714285715,0.7380952380952381,0.8095238095238095,2,42
2018-10-20,0.0,0.0,0.0,0.6938775510204082,0.7551020408163265,2,49
2018-10-21,0.0,0.0,0.0,1.0,1.0,1,1
2018-10-22,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3,5
2018-10-23,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,4,13
2018-10-24,0.0,0.0,0.4,0.6,0.6,3,5
2018-10-25,0.0,0.0,0.25,0.25,0.25,4,8
2018-10-26,0.0,0.0,0.0,0.0,0.0,4,8
2018-10-27,0.0,0.0,0.0,0.0,0.0,1,3
2018-10-28,0.0,0.0,0.0,0.14285714285714285,0.42857142857142855,2,7
2018-10-29,0.0,0.0,0.0,0.0,0.0,2,3
2018-10-30,0.0,0.0,0.125,0.125,0.125,3,8
2018-10-31,0.0,0.0,0.0,0.0,0.0,2,2
2018-11-01,0.0,0.0,0.25,0.5,0.5,3,4
2018-11-02,0.0,0.0,0.0,0.0,0.0,2,3
2018-11-03,0.0,0.0,0.0,0.0,0.1,3,10
2018-11-04,0.0,0.0,0.18181818181818182,0.2727272727272727,0.2727272727272727,3,11
2018-11-05,0.0,0.0,0.0,0.0,0.0,3,6
2018-11-06,0.0,0.0,0.0,0.0,0.0,3,6
2018-11-07,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,3,12
2018-11-08,0.0,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,4,11
2018-11-09,0.0,0.0,0.10526315789473684,0.10526315789473684,0.10526315789473684,3,19
2018-11-10,0.0,0.0,0.0,0.0,0.0,3,18
2018-11-11,0.0,0.0,0.0,0.0,0.0,2,4
2018-11-12,0.0,0.0,0.0,0.0,0.0,2,3
2018-11-13,0.0,0.0,0.0,0.0,0.0,4,12
2018-11-14,0.0,0.0,0.0,0.0,0.0,2,2
2018-11-15,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,1,7
2018-11-16,0.0,0.0,0.5,0.5,0.5,2,2
2018-11-17,0.0,0.0,0.0,0.0,0.0,4,5
2018-11-18,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,4,9
2018-11-19,0.0,0.0,0.2,0.2,0.2,3,5
2018-11-20,0.0,0.0,0.0,0.0,0.0,2,16
2018-11-21,0.0,0.0,0.5,0.5,0.5,2,2
2018-11-22,0.0,0.0,0.0,0.0,0.0,2,4
2018-11-24,0.0,0.0,0.0,0.0,0.0,3,6
2018-11-25,0.0,0.0,0.0,0.125,0.125,2,8
2018-11-26,0.0,0.0,0.07142857142857142,0.14285714285714285,0.14285714285714285,3,14
2018-11-27,0.0,0.0,0.0,0.0,0.0,4,10
2018-11-28,0.0,0.0,0.0,0.0,0.14285714285714285,3,7
2018-11-29,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.25,0.4166666666666667,3,12
2018-11-30,0.0,0.0,0.4,0.45,0.45,5,20
2018-12-01,0.02127659574468085,0.06382978723404255,0.2553191489361702,0.3404255319148936,0.3829787234042553,3,47
2018-12-02,0.0,0.0,0.2765957446808511,0.3191489361702128,0.40425531914893614,3,47
2018-12-03,0.0,0.0,0.17777777777777778,0.2,0.2,4,45
2018-12-04,0.024390243902439025,0.14634146341463414,0.3170731707317073,0.36585365853658536,0.36585365853658536,4,41
2018-12-05,0.010309278350515464,0.10309278350515463,0.14432989690721648,0.1958762886597938,0.25773195876288657,5,97
2018-12-06,0.02040816326530612,0.08163265306122448,0.14285714285714285,0.1836734693877551,0.1836734693877551,8,49
2018-12-07,0.020833333333333332,0.020833333333333332,0.25,0.3333333333333333,0.3958333333333333,6,47
2018-12-08,0.03571428571428571,0.10714285714285714,0.32142857142857145,0.35714285714285715,0.35714285714285715,5,28
2018-12-09,0.0,0.0,0.15384615384615385,0.38461538461538464,0.5384615384615384,2,13
2018-12-10,0.0,0.0,0.029411764705882353,0.17647058823529413,0.23529411764705882,3,34
2018-12-11,0.0,0.0,0.0625,0.22916666666666666,0.3125,3,48
2018-12-12,0.0,0.10526315789473684,0.23684210526315788,0.3157894736842105,0.4473684210526316,4,38
2018-12-13,0.023255813953488372,0.023255813953488372,0.16279069767441862,0.22093023255813954,0.32558139534883723,6,85
2018-12-14,0.06923076923076923,0.08461538461538462,0.25384615384615383,0.4230769230769231,0.46923076923076923,6,128
2018-12-15,0.07766990291262135,0.0970873786407767,0.22330097087378642,0.42718446601941745,0.4563106796116505,5,103
2018-12-16,0.0,0.017857142857142856,0.23214285714285715,0.2857142857142857,0.4107142857142857,4,56
2018-12-17,0.0425531914893617,0.06382978723404255,0.425531914893617,0.5531914893617021,0.5957446808510638,5,47
2018-12-18,0.046511627906976744,0.046511627906976744,0.37209302325581395,0.46511627906976744,0.5348837209302325,7,43
2018-12-19,0.11363636363636363,0.11363636363636363,0.36363636363636365,0.38636363636363635,0.38636363636363635,6,44
2018-12-20,0.0,0.0,0.1951219512195122,0.34146341463414637,0.3902439024390244,6,41
2018-12-21,0.0,0.0392156862745098,0.27450980392156865,0.35294117647058826,0.49019607843137253,8,51
2018-12-22,0.0625,0.09375,0.125,0.1875,0.34375,6,32
2018-12-23,0.019230769230769232,0.038461538461538464,0.15384615384615385,0.23076923076923078,0.28846153846153844,7,52
2018-12-24,0.02564102564102564,0.1282051282051282,0.28205128205128205,0.358974358974359,0.4358974358974359,5,38
2018-12-25,0.046511627906976744,0.046511627906976744,0.46511627906976744,0.5348837209302325,0.5813953488372093,5,43
2018-12-26,0.0,0.0,0.4,0.44,0.48,4,25
2018-12-27,0.0,0.0,0.2777777777777778,0.35185185185185186,0.42592592592592593,6,54
2018-12-28,0.03125,0.0625,0.390625,0.453125,0.515625,6,64
2018-12-29,0.0,0.0,0.13333333333333333,0.16666666666666666,0.5,4,30
2018-12-30,0.0,0.03225806451612903,0.3225806451612903,0.46774193548387094,0.5,6,62
2018-12-31,0.017543859649122806,0.03508771929824561,0.05263157894736842,0.19298245614035087,0.22807017543859648,5,57
